STIG_ID,STIG_Title,STIG_Severity,STIG_File,CCI_ID,CCI_Definition,NIST_800-53_Refs,NIST_800-171_Refs,NIST_800-172_Refs,Control_Family,CMMC_Level1_Practice,CMMC_Level2_Practice,CMMC_Level3_Practice,SPRS_Weight
SV-271589r1091479_rule,OL 9 must forward mail from postmaster to the root account using a postfix alias.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000139,Alert organization-defined personnel or roles within an organization-defined time period in the event of an audit logging process failure.,AU-5 a; AU-5.1 (ii),,,,,,,
SV-271590r1091482_rule,OL 9 must take appropriate action when a critical audit processing failure occurs.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000140,"Take organization-defined actions upon audit failure include, shutting down the system, overwriting oldest audit records, and stopping the generation of audit records.",AU-5 b; AU-5.1 (iv),,,,,,,
SV-271591r1092578_rule,The OL 9 system administrator (SA) and/or information system security officer (ISSO) (at a minimum) must be alerted of an audit processing failure event.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-001855,"Provide a warning to organization-defined personnel, roles, and/or locations within an organization-defined time period when allocated audit log storage volume reaches an organization-defined percenta",AU-5 (1),,,,,,,
SV-271592r1091488_rule,OL 9 must allocate an audit_backlog_limit of sufficient size to capture processes that start prior to the audit daemon.,low,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-001849,Allocate audit log storage capacity to accommodate organization-defined audit log retention requirements.,AU-4,,,,,,,
SV-271593r1092580_rule,OL 9 must produce audit records containing information to establish the identity of any individual or process associated with the event.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-001487,"Ensure that audit records containing information that establishes the identity of any individuals, subjects, or objects/entities associated with the event.",AU-3; AU-3 f; AU-3.1,3.3.2,,Audit and Accountability,,AU.L2-3.3.2,,3
SV-271594r1092582_rule,OL 9 must be configured so that successful/unsuccessful uses of the umount system call generate an audit record.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-271595r1092584_rule,OL 9 must be configured so that successful/unsuccessful uses of the umount2 system call generate an audit record.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-271596r1091500_rule,OL 9 must allocate audit record storage capacity to store at least one week's worth of audit records.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-001851,"Transfer audit logs per organization-defined frequency to a different system, system component, or media than the system or system component conducting the logging.",AU-4 (1),,,,,,,
SV-271597r1092586_rule,OL 9 must be configured to offload audit records onto a different system from the system being audited via syslog.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-001851,"Transfer audit logs per organization-defined frequency to a different system, system component, or media than the system or system component conducting the logging.",AU-4 (1),,,,,,,
SV-271598r1092588_rule,OL 9 must take appropriate action when the internal event queue is full.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-001851,"Transfer audit logs per organization-defined frequency to a different system, system component, or media than the system or system component conducting the logging.",AU-4 (1),,,,,,,
SV-271599r1091509_rule,OL 9 must take action when allocated audit record storage volume reaches 75 percent of the repository maximum audit record storage capacity.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-001855,"Provide a warning to organization-defined personnel, roles, and/or locations within an organization-defined time period when allocated audit log storage volume reaches an organization-defined percenta",AU-5 (1),,,,,,,
SV-271600r1091512_rule,OL 9 must notify the system administrator (SA) and information system security officer (ISSO) (at a minimum) when allocated audit record storage volume 75 percent utilization.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-001855,"Provide a warning to organization-defined personnel, roles, and/or locations within an organization-defined time period when allocated audit log storage volume reaches an organization-defined percenta",AU-5 (1),,,,,,,
SV-271601r1091515_rule,OL 9 must take action when allocated audit record storage volume reaches 95 percent of the audit record storage capacity.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-001855,"Provide a warning to organization-defined personnel, roles, and/or locations within an organization-defined time period when allocated audit log storage volume reaches an organization-defined percenta",AU-5 (1),,,,,,,
SV-271602r1092590_rule,OL 9 must write audit records to disk.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000366,Implement the security configuration settings.,CM-6 b; CM-6.1 (iv),3.4.2,,Configuration Management,CM.L1-3.4.2,CM.L2-3.4.2,,3
SV-271603r1092592_rule,OL 9 must act when allocated audit record storage volume reaches 95 percent of the repository maximum audit record storage capacity.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-001855,"Provide a warning to organization-defined personnel, roles, and/or locations within an organization-defined time period when allocated audit log storage volume reaches an organization-defined percenta",AU-5 (1),,,,,,,
SV-271604r1091524_rule,"OL 9, for PKI-based authentication, must validate certificates by constructing a certification path (which includes status information) to an accepted trust anchor.",medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-004909,Include only approved trust anchors in trust stores or certificate stores managed by the organization.,SC-17 b,,,,,,,
SV-271605r1091527_rule,"OL 9, for PKI-based authentication, must enforce authorized access to the corresponding private key.",medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000186,"For public key-based authentication, enforce authorized access to the corresponding private key.",IA-5 (2); IA-5 (2) (a) (1); IA-5 (2) (b); IA-5 (2).1,3.5.6,,Identification and Authentication,,IA.L2-3.5.6,,5
SV-271606r1091530_rule,OL 9 must map the authenticated identity to the user or group account for PKI-based authentication.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000187,"For public key-based authentication, map the authenticated identity to the account of the individual or group.",IA-5 (2); IA-5 (2) (a) (2); IA-5 (2) (c); IA-5 (2).1,3.5.6,,Identification and Authentication,,IA.L2-3.5.6,,5
SV-271607r1091533_rule,OL 9 must enable certificate-based smart card authentication.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000765,Implement multifactor authentication for access to privileged accounts.,IA-2 (1); IA-2 (1).1,3.5.1,,Identification and Authentication,IA.L1-3.5.1,IA.L2-3.5.1,,5
SV-271608r1091536_rule,OL 9 must implement certificate status checking for multifactor authentication (MFA).,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-001954,Electronically verify Personal Identity Verification-compliant credentials.,IA-2 (12),,,,,,,
SV-271609r1091539_rule,OL 9 must prohibit the use of cached authenticators after one day.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-002007,Prohibit the use of cached authenticators after an organization-defined time period.,IA-5 (13),,,,,,,
SV-271610r1091542_rule,OL 9 must use the CAC smart card driver.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-001941,Implement replay-resistant authentication mechanisms for access to privileged accounts and/or non-privileged accounts.,IA-2 (8),3.5.1,,Identification and Authentication,IA.L1-3.5.1,IA.L2-3.5.1,,5
SV-271611r1091545_rule,OL 9 must ensure the password complexity module is enabled in the system-auth file.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000366,Implement the security configuration settings.,CM-6 b; CM-6.1 (iv),3.4.2,,Configuration Management,CM.L1-3.4.2,CM.L2-3.4.2,,3
SV-271612r1091548_rule,OL 9 must ensure the password complexity module in the system-auth file is configured for three retries or less.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-004066,"For password-based authentication, enforce organization-defined composition and complexity rules.",IA-5 (1) (h),,,,,,,
SV-271613r1091551_rule,OL 9 must enforce password complexity by requiring that at least one uppercase character be used.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-004066,"For password-based authentication, enforce organization-defined composition and complexity rules.",IA-5 (1) (h),,,,,,,
SV-271614r1091554_rule,OL 9 must ensure the password complexity module is enabled in the password-auth file.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-004066,"For password-based authentication, enforce organization-defined composition and complexity rules.",IA-5 (1) (h),,,,,,,
SV-271615r1091557_rule,OL 9 must enforce password complexity by requiring that at least one lowercase character be used.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-004066,"For password-based authentication, enforce organization-defined composition and complexity rules.",IA-5 (1) (h),,,,,,,
SV-271616r1091560_rule,OL 9 must enforce password complexity by requiring that at least one numeric character be used.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-004066,"For password-based authentication, enforce organization-defined composition and complexity rules.",IA-5 (1) (h),,,,,,,
SV-271617r1091563_rule,OL 9 must require the change of at least eight characters when passwords are changed.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-004066,"For password-based authentication, enforce organization-defined composition and complexity rules.",IA-5 (1) (h),,,,,,,
SV-271618r1091566_rule,OL 9 must require the maximum number of repeating characters of the same character class be limited to four when passwords are changed.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-004066,"For password-based authentication, enforce organization-defined composition and complexity rules.",IA-5 (1) (h),,,,,,,
SV-271619r1091569_rule,OL 9 must require the maximum number of repeating characters be limited to three when passwords are changed.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-004066,"For password-based authentication, enforce organization-defined composition and complexity rules.",IA-5 (1) (h),,,,,,,
SV-271620r1091572_rule,OL 9 must require the change of at least four character classes when passwords are changed.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-004066,"For password-based authentication, enforce organization-defined composition and complexity rules.",IA-5 (1) (h),,,,,,,
SV-271621r1091575_rule,OL 9 must enforce password complexity rules for the root account.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-004066,"For password-based authentication, enforce organization-defined composition and complexity rules.",IA-5 (1) (h),,,,,,,
SV-271622r1091578_rule,OL 9 must be configured so that user and group account administration utilities are configured to store only encrypted representations of passwords.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-004062,"For password-based authentication, store passwords using an approved salted key derivation function, preferably using a keyed hash.",IA-5 (1) (d),,,,,,,
SV-271623r1091581_rule,OL 9 must be configured to use the shadow file to store only encrypted representations of passwords.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-004062,"For password-based authentication, store passwords using an approved salted key derivation function, preferably using a keyed hash.",IA-5 (1) (d),,,,,,,
SV-271624r1091584_rule,OL 9 pam_unix.so module must be configured in the password-auth file to use a FIPS 140-3 approved cryptographic hashing algorithm for system authentication.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-004062,"For password-based authentication, store passwords using an approved salted key derivation function, preferably using a keyed hash.",IA-5 (1) (d),,,,,,,
SV-271625r1091587_rule,OL 9 password-auth must be configured to use a sufficient number of hashing rounds.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000803,"Implement mechanisms for authentication to a cryptographic module that meet the requirements of applicable laws, Executive Orders, directives, policies, regulations, standards, and guidance for such a",IA-7; IA-7.1,,,,,,,
SV-271626r1091590_rule,OL 9 system-auth must be configured to use a sufficient number of hashing rounds.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000803,"Implement mechanisms for authentication to a cryptographic module that meet the requirements of applicable laws, Executive Orders, directives, policies, regulations, standards, and guidance for such a",IA-7; IA-7.1,,,,,,,
SV-271627r1091593_rule,OL 9 shadow password suite must be configured to use a sufficient number of hashing rounds.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000803,"Implement mechanisms for authentication to a cryptographic module that meet the requirements of applicable laws, Executive Orders, directives, policies, regulations, standards, and guidance for such a",IA-7; IA-7.1,,,,,,,
SV-271628r1091596_rule,OL 9 must employ FIPS 140-3 approved cryptographic hashing algorithms for all stored passwords.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000803,"Implement mechanisms for authentication to a cryptographic module that meet the requirements of applicable laws, Executive Orders, directives, policies, regulations, standards, and guidance for such a",IA-7; IA-7.1,,,,,,,
SV-271629r1091599_rule,OL 9 passwords for new users or password changes must have a 24-hour minimum password lifetime restriction in /etc/login.defs.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-004066,"For password-based authentication, enforce organization-defined composition and complexity rules.",IA-5 (1) (h),,,,,,,
SV-271630r1091602_rule,OL 9 passwords must have a 24-hour minimum password lifetime restriction in /etc/shadow.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-004066,"For password-based authentication, enforce organization-defined composition and complexity rules.",IA-5 (1) (h),,,,,,,
SV-271631r1091605_rule,OL 9 user account passwords for new users or password changes must have a 60-day maximum password lifetime restriction in /etc/login.defs.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-004066,"For password-based authentication, enforce organization-defined composition and complexity rules.",IA-5 (1) (h),,,,,,,
SV-271632r1091608_rule,OL 9 user account passwords must have a 60-day maximum password lifetime restriction.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-004066,"For password-based authentication, enforce organization-defined composition and complexity rules.",IA-5 (1) (h),,,,,,,
SV-271633r1091611_rule,OL 9 passwords must be created with a minimum of 15 characters.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-004066,"For password-based authentication, enforce organization-defined composition and complexity rules.",IA-5 (1) (h),,,,,,,
SV-271634r1091614_rule,OL 9 must not allow blank or null passwords.,high,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000366,Implement the security configuration settings.,CM-6 b; CM-6.1 (iv),3.4.2,,Configuration Management,CM.L1-3.4.2,CM.L2-3.4.2,,3
SV-271635r1091617_rule,OL 9 must require a boot loader superuser password.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000213,Enforce approved authorizations for logical access to information and system resources in accordance with applicable access control policies.,AC-3; AC-3.1,3.1.1,,Access Control,AC.L1-3.1.1,AC.L2-3.1.1,,5
