STIG_ID,STIG_Title,STIG_Severity,STIG_File,CCI_ID,CCI_Definition,NIST_800-53_Refs,NIST_800-171_Refs,NIST_800-172_Refs,Control_Family,CMMC_Level1_Practice,CMMC_Level2_Practice,CMMC_Level3_Practice,SPRS_Weight
SV-235026r991589_rule,The SUSE operating system must not be performing Internet Protocol version 6 (IPv6) packet forwarding by default unless the system is a router.,medium,U_SLES_15_STIG_V2R5_Manual-xccdf.xml,CCI-000366,Implement the security configuration settings.,CM-6 b; CM-6.1 (iv),3.4.2,,Configuration Management,CM.L1-3.4.2,CM.L2-3.4.2,,3
SV-235027r991589_rule,The SUSE operating system must not have network interfaces in promiscuous mode unless approved and documented.,medium,U_SLES_15_STIG_V2R5_Manual-xccdf.xml,CCI-000366,Implement the security configuration settings.,CM-6 b; CM-6.1 (iv),3.4.2,,Configuration Management,CM.L1-3.4.2,CM.L2-3.4.2,,3
SV-235028r991589_rule,All SUSE operating system files and directories must have a valid owner.,medium,U_SLES_15_STIG_V2R5_Manual-xccdf.xml,CCI-001230,Incorporate flaw remediation into the organizational configuration management process.,SI-2 c; SI-2 d; SI-2.1 (iv),3.14.1,,System and Information Integrity,SI.L1-3.14.1,SI.L2-3.14.1,,3
SV-235029r991589_rule,All SUSE operating system files and directories must have a valid group owner.,medium,U_SLES_15_STIG_V2R5_Manual-xccdf.xml,CCI-001230,Incorporate flaw remediation into the organizational configuration management process.,SI-2 c; SI-2 d; SI-2.1 (iv),3.14.1,,System and Information Integrity,SI.L1-3.14.1,SI.L2-3.14.1,,3
SV-235030r991590_rule,The SUSE operating system default permissions must be defined in such a way that all authenticated users can only read and modify their own files.,medium,U_SLES_15_STIG_V2R5_Manual-xccdf.xml,CCI-000366,Implement the security configuration settings.,CM-6 b; CM-6.1 (iv),3.4.2,,Configuration Management,CM.L1-3.4.2,CM.L2-3.4.2,,3
SV-235031r991591_rule,The SUSE operating system must not allow unattended or automatic logon via the graphical user interface (GUI).,high,U_SLES_15_STIG_V2R5_Manual-xccdf.xml,CCI-000366,Implement the security configuration settings.,CM-6 b; CM-6.1 (iv),3.4.2,,Configuration Management,CM.L1-3.4.2,CM.L2-3.4.2,,3
SV-235032r991591_rule,The SUSE operating system must not allow unattended or automatic logon via SSH.,high,U_SLES_15_STIG_V2R5_Manual-xccdf.xml,CCI-000366,Implement the security configuration settings.,CM-6 b; CM-6.1 (iv),3.4.2,,Configuration Management,CM.L1-3.4.2,CM.L2-3.4.2,,3
SV-235033r958472_rule,IBM RACF must limit WRITE or greater access to LINKLIST libraries to system programmers only.,medium,U_IBM_zOS_RACF_STIG_V9R5_Manual-xccdf.xml,CCI-002235,Prevent non-privileged users from executing privileged functions.,AC-6 (10),,,,,,,
SV-235095r960768_rule,"MySQL Database Server 8.0 must integrate with an organization-level authentication/access mechanism providing account management and automation for all users, groups, roles, and any other principals.",high,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-000015,Support the management of system accounts using organization-defined automated mechanisms.,AC-2 (1); AC-2 (1).1,3.1.2,,Access Control,AC.L1-3.1.2,AC.L2-3.1.2,,5
SV-235096r960735_rule,MySQL Database Server 8.0  must limit the number of concurrent sessions to an organization-defined number per user for all accounts and/or account types.,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-000054,Limit the number of concurrent sessions for each organization-defined account and/or account type to an organization-defined number.,AC-10; AC-10.1 (ii),,,,,,,
SV-235097r960891_rule,MySQL Database Server 8.0  must produce audit records containing sufficient information to establish what type of events occurred.,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-000130,Ensure that audit records contain information that establishes what type of event occurred.,AU-3; AU-3 a; AU-3.1,3.3.2,,Audit and Accountability,,AU.L2-3.3.2,,3
SV-235098r960909_rule,"The MySQL Database Server 8.0 must include additional, more detailed, organizationally defined information in the audit records for audit events identified by type, location, or subject.",medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-000135,Generate audit records containing the organization-defined additional information that is to be included in the audit records.,AU-3 (1); AU-3 (1).1 (ii),3.3.2,,Audit and Accountability,,AU.L2-3.3.2,,3
SV-235099r960930_rule,The audit information produced by the MySQL Database Server 8.0 must be protected from unauthorized read access.,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-000162,Protect audit information from unauthorized access.,AU-9; AU-9 a; AU-9.1,3.3.8,,Audit and Accountability,,AU.L2-3.3.8,,3
SV-235100r960933_rule,The audit information produced by the MySQL Database Server 8.0 must be protected from unauthorized modification.,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-000163,Protect audit information from unauthorized modification.,AU-9; AU-9 a; AU-9.1,3.3.8,,Audit and Accountability,,AU.L2-3.3.8,,3
SV-235101r960936_rule,The audit information produced by the MySQL Database Server 8.0 must be protected from unauthorized deletion.,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-000164,Protect audit information from unauthorized deletion.,AU-9; AU-9 a; AU-9.1,3.3.8,,Audit and Accountability,,AU.L2-3.3.8,,3
SV-235102r960864_rule,The MySQL Database Server 8.0 must protect against a user falsely repudiating having performed organization-defined actions.,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-000166,Provide irrefutable evidence that an individual (or process acting on behalf of an individual) falsely denying having performed organization-defined actions to be covered by non-repudiation.,AU-10; AU-10.1,,3.3.1e,Audit and Accountability,,,AU.L3-3.3.1e,
SV-235103r960879_rule,The MySQL Database Server 8.0 must be configured to provide audit record generation capability for DoD-defined auditable events within all database components.,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-000169,Provide audit record generation capability for the event types the system is capable of auditing as defined in AU-2 a on organization-defined information system components.,AU-12 a; AU-12.1 (ii),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-235104r960882_rule,The MySQL Database Server 8.0 must allow only the Information System Security Manager (ISSM) (or individuals or roles appointed by the ISSM) to select which auditable events are to be audited.,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-000171,Allow organization-defined personnel or roles to select the event types that are to be logged by specific components of the system.,AU-12 b; AU-12.1 (iii),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-235105r960885_rule,The MySQL Database Server 8.0 must be able to generate audit records when privileges/permissions are retrieved.,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-235106r960885_rule,The MySQL Database Server 8.0 must be able to generate audit records when unsuccessful attempts to retrieve privileges/permissions occur.,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-235107r961791_rule,The MySQL Database Server 8.0 must be able to generate audit records when security objects are accessed.,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-235108r961791_rule,The MySQL Database Server 8.0 must generate audit records when unsuccessful attempts to access security objects occur.,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-235109r961797_rule,"The MySQL Database Server 8.0 must generate audit records when categories of information (e.g., classification levels/security levels) are accessed.",medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-235110r961797_rule,"The MySQL Database Server 8.0 must generate audit records when unsuccessful attempts to access categories of information (e.g., classification levels/security levels) occur.",medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-235111r961800_rule,The MySQL Database Server 8.0 must generate audit records when privileges/permissions are added.,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-235112r961800_rule,The MySQL Database Server 8.0 must generate audit records when unsuccessful attempts to add privileges/permissions occur.,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-235113r961800_rule,The MySQL Database Server 8.0 must generate audit records when privileges/permissions are modified.,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-235114r961800_rule,The MySQL Database Server 8.0 must generate audit records when unsuccessful attempts to modify privileges/permissions occur.,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-235115r961803_rule,The MySQL Database Server 8.0 must generate audit records when security objects are modified.,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-235116r961803_rule,The MySQL Database Server 8.0 must generate audit records when unsuccessful attempts to modify security objects occur.,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-235117r961809_rule,"The MySQL Database Server 8.0 must generate audit records when categories of information (e.g., classification levels/security levels) are modified.",medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-235118r961809_rule,"The MySQL Database Server 8.0 must generate audit records when unsuccessful attempts to modify categories of information (e.g., classification levels/security levels) occur.",medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-235119r961812_rule,The MySQL Database Server 8.0 must generate audit records when privileges/permissions are deleted.,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-235120r961812_rule,The MySQL Database Server 8.0 must generate audit records when unsuccessful attempts to delete privileges/permissions occur.,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-235121r961818_rule,The MySQL Database Server 8.0 must generate audit records when security objects are deleted.,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-235122r961818_rule,The MySQL Database Server 8.0 must generate audit records when unsuccessful attempts to delete security objects occur.,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-235123r961821_rule,"The MySQL Database Server 8.0 must generate audit records when categories of information (e.g., classification levels/security levels) are deleted.",medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-235124r961821_rule,"The MySQL Database Server 8.0 must generate audit records when unsuccessful attempts to delete categories of information (e.g., classification levels/security levels) occur.",medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-235125r961824_rule,The MySQL Database Server 8.0 must generate audit records when successful logons or connections occur.,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-235126r961824_rule,The MySQL Database Server 8.0 must generate audit records when unsuccessful logons or connection attempts occur.,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-235127r961827_rule,The MySQL Database Server 8.0 must generate audit records for all privileged activities or other system-level access.,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-235128r961827_rule,The MySQL Database Server 8.0 must generate audit records when unsuccessful attempts to execute privileged activities or other system-level access occur.,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-235129r961830_rule,The MySQL Database Server 8.0 must generate audit records showing starting and ending time for user access to the database(s).,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-235130r961833_rule,The MySQL Database Server 8.0 must generate audit records when concurrent logons/connections by the same user from different workstations.,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-235131r961836_rule,The MySQL Database Server 8.0 must be able to generate audit records when successful accesses to objects occur.,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-235132r961836_rule,The MySQL Database Server 8.0 must generate audit records when unsuccessful accesses to objects occur.,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-235133r961839_rule,The MySQL Database Server 8.0 must generate audit records for all direct access to the database(s).,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-235134r961038_rule,"The MySQL Database Server 8.0, when utilizing PKI-based authentication, must validate certificates by performing RFC 5280-compliant certification path validation.",medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-000185,"For public key-based authentication, validate certificates by constructing and verifying a certification path to an accepted trust anchor including checking certificate status information.",IA-5 (2); IA-5 (2) (a); IA-5 (2) (b) (1); IA-5 (2).1,3.5.6,,Identification and Authentication,,IA.L2-3.5.6,,5
SV-235135r961041_rule,The MySQL Database Server 8.0 must enforce authorized access to all PKI private keys stored/utilized by the MySQL Database Server 8.0.,high,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-000186,"For public key-based authentication, enforce authorized access to the corresponding private key.",IA-5 (2); IA-5 (2) (a) (1); IA-5 (2) (b); IA-5 (2).1,3.5.6,,Identification and Authentication,,IA.L2-3.5.6,,5
SV-235136r961044_rule,The MySQL Database Server 8.0 must map the PKI-authenticated identity to an associated user account.,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-000187,"For public key-based authentication, map the authenticated identity to the account of the individual or group.",IA-5 (2); IA-5 (2) (a) (2); IA-5 (2) (c); IA-5 (2).1,3.5.6,,Identification and Authentication,,IA.L2-3.5.6,,5
SV-235137r1018612_rule,"If Database Management System (DBMS) authentication using passwords is employed, the DBMS must enforce the DOD standards for password complexity and lifetime.",high,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-000192,The information system enforces password complexity by the minimum number of upper case characters used.,IA-5 (1) (a); IA-5 (1).1 (v),,,,,,,
SV-235138r1018613_rule,"If passwords are used for authentication, the MySQL Database Server 8.0 must store only hashed, salted representations of passwords.",medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-000196,"The information system, for password-based authentication, stores only cryptographically-protected passwords.",IA-5 (1) (c); IA-5 (1).1 (v),,,,,,,
SV-235139r961029_rule,"If passwords are used for authentication, the MySQL Database Server 8.0 must transmit only encrypted representations of passwords.",high,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-000197,"For password-based authentication, transmit passwords only over cryptographically-protected channels.",IA-5 (1) (c); IA-5 (1).1 (v),,,,,,,
SV-235140r961047_rule,The MySQL Database Server 8.0 must obscure feedback of authentication information during the authentication process to protect the information from possible exploitation/use by unauthorized individual,high,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-000206,Obscure feedback of authentication information during the authentication process to protect the information from possible exploitation and use by unauthorized individuals.,IA-6; IA-6.1,,,,,,,
SV-235141r960792_rule,The MySQL Database Server 8.0 must enforce approved authorizations for logical access to information and system resources in accordance with applicable access control policies.,high,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-000213,Enforce approved authorizations for logical access to information and system resources in accordance with applicable access control policies.,AC-3; AC-3.1,3.1.1,,Access Control,AC.L1-3.1.1,AC.L2-3.1.1,,5
SV-235142r961863_rule,"The MySQL Database Server 8.0 must be configured in accordance with the security configuration settings based on DoD security configuration and implementation guidance, including STIGs, NSA configurat",medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-000366,Implement the security configuration settings.,CM-6 b; CM-6.1 (iv),3.4.2,,Configuration Management,CM.L1-3.4.2,CM.L2-3.4.2,,3
SV-235143r960963_rule,"Default demonstration and sample databases, database objects, and applications must be removed.",medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-000381,Configure the system to provide only organization-defined mission essential capabilities.,CM-7; CM-7 a; CM-7.1 (ii),3.4.6,,Configuration Management,,CM.L2-3.4.6,,3
SV-235144r960963_rule,"Unused database components, MySQL Database Server 8.0 software, and database objects must be removed.",medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-000381,Configure the system to provide only organization-defined mission essential capabilities.,CM-7; CM-7 a; CM-7.1 (ii),3.4.6,,Configuration Management,,CM.L2-3.4.6,,3
SV-235145r960963_rule,Unused database components which are integrated in the MySQL Database Server 8.0 and cannot be uninstalled must be disabled.,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-000381,Configure the system to provide only organization-defined mission essential capabilities.,CM-7; CM-7 a; CM-7.1 (ii),3.4.6,,Configuration Management,,CM.L2-3.4.6,,3
SV-235146r960966_rule,"The MySQL Database Server 8.0 must be configured to prohibit or restrict the use of organization-defined functions, ports, protocols, and/or services, as defined in the PPSM CAL and vulnerability asse",medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-000382,"Configure the system to prohibit or restrict the use of organization-defined prohibited or restricted functions, system ports, protocols, software, and/or services.",CM-7; CM-7 b; CM-7.1 (iii),3.4.6,,Configuration Management,,CM.L2-3.4.6,,3
SV-235147r960969_rule,The MySQL Database Server 8.0 must uniquely identify and authenticate organizational users (or processes acting on behalf of organizational users).,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-000764,Uniquely identify and authenticate organizational users and associate that unique identification with processes acting on behalf of those users.,IA-2; IA-2.1,3.5.1,,Identification and Authentication,IA.L1-3.5.1,IA.L2-3.5.1,,5
SV-235148r961050_rule,The MySQL Database Server 8.0 must use NIST FIPS 140-2 or 140-3 validated cryptographic modules for cryptographic operations.,high,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-000803,"Implement mechanisms for authentication to a cryptographic module that meet the requirements of applicable laws, Executive Orders, directives, policies, regulations, standards, and guidance for such a",IA-7; IA-7.1,,,,,,,
SV-235149r961053_rule,The MySQL Database Server 8.0 must uniquely identify and authenticate non-organizational users (or processes acting on behalf of non-organizational users).,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-000804,Uniquely identify and authenticate non-organizational users or processes acting on behalf of non-organizational users.,IA-8; IA-8.1,,,,,,,
SV-235150r961095_rule,The MySQL Database Server 8.0 must separate user functionality (including user interface services) from database management functionality.,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-001082,"Separate user functionality, including user interface services, from system management functionality.",SC-2; SC-2.1,,,,,,,
SV-235151r961131_rule,The MySQL Database Server 8.0 must isolate security functions from non-security functions.,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-001084,Isolate security functions from nonsecurity functions.,SC-3; SC-3.1 (ii),,,,,,,
SV-235152r961149_rule,Database contents must be protected from unauthorized and unintended information transfer by enforcement of a data-transfer policy.,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-001090,Prevent unauthorized and unintended information transfer via shared system resources.,SC-4; SC-4.1,,,,,,,
SV-235153r961149_rule,"Access to database files must be limited to relevant processes and to authorized, administrative users.",medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-001090,Prevent unauthorized and unintended information transfer via shared system resources.,SC-4; SC-4.1,,,,,,,
SV-235154r961119_rule,The MySQL Database Server 8.0 must maintain the authenticity of communications sessions by guarding against man-in-the-middle attacks that guess at Session ID values.,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-001188,Generate a unique session identifier for each session with organization-defined randomness requirements.,SC-23 (3); SC-23 (4); SC-23 (4).1 (ii),,,,,,,
SV-235155r961128_rule,The MySQL Database Server 8.0 must protect the confidentiality and integrity of all information at rest.,high,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-001199,Protects the confidentiality and/or integrity of organization-defined information at rest.,SC-28; SC-28.1,3.13.16,,System and Communications Protection,,SC.L2-3.13.16,,5
SV-235156r961158_rule,The MySQL Database Server 8.0 must check the validity of all data inputs except those specifically identified by the organization.,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-001310,Checks the validity of organization-defined information inputs to the system.,SI-10; SI-10.1,,,,,,,
SV-235157r961158_rule,The MySQL Database Server 8.0 and associated applications must reserve the use of dynamic code execution for situations that require it.,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-001310,Checks the validity of organization-defined information inputs to the system.,SI-10; SI-10.1,,,,,,,
SV-235158r961158_rule,"The MySQL Database Server 8.0 and associated applications, when making use of dynamic code execution, must scan input data for invalid values that may indicate a code injection attack.",medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-001310,Checks the validity of organization-defined information inputs to the system.,SI-10; SI-10.1,,,,,,,
SV-235159r960888_rule,The MySQL Database Server 8.0 must initiate session auditing upon startup.,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-001464,Initiates session audits automatically at system start-up.,AU-14 (1); AU-14 (1).1,,3.3.2e,Audit and Accountability,,,AU.L3-3.3.2e,
SV-235160r960939_rule,The MySQL Database Server 8.0 must protect its audit features from unauthorized access.,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-001493,Protect audit tools from unauthorized access.,AU-9; AU-9 a; AU-9.1,3.3.8,,Audit and Accountability,,AU.L2-3.3.8,,3
SV-235161r960942_rule,The MySQL Database Server 8.0 must protect its audit configuration from unauthorized modification.,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-001494,Protect audit tools from unauthorized modification.,AU-9; AU-9 a; AU-9.1,3.3.8,,Audit and Accountability,,AU.L2-3.3.8,,3
SV-235162r960945_rule,The MySQL Database Server 8.0 must protect its audit features from unauthorized removal.,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-001495,Protect audit tools from unauthorized deletion.,AU-9; AU-9 a; AU-9.1,3.3.8,,Audit and Accountability,,AU.L2-3.3.8,,3
SV-235163r960960_rule,"The MySQL Database Server 8.0 must limit privileges to change software modules, to include stored procedures, functions and triggers, and links to software external to the MySQL Database Server 8.0.",medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-001499,Limit privileges to change software resident within software libraries.,CM-5 (6); CM-5 (6).1,3.4.5,,Configuration Management,,CM.L2-3.4.5,,3
SV-235164r960960_rule,The MySQL Database Server 8.0 software installation account must be restricted to authorized users.,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-001499,Limit privileges to change software resident within software libraries.,CM-5 (6); CM-5 (6).1,3.4.5,,Configuration Management,,CM.L2-3.4.5,,3
