CCI_ID,NIST_53_Ref,Definition
CCI-001174,SC-19 a,The organization establishes implementation guidance for Voice over Internet Protocol (VoIP) technologies based on the potential to cause damage to the information system if used maliciously.
CCI-001174,SC-19.1 (i),The organization establishes implementation guidance for Voice over Internet Protocol (VoIP) technologies based on the potential to cause damage to the information system if used maliciously.
CCI-001175,SC-19 b,The organization authorizes the use of VoIP within the information system.
CCI-001175,SC-19.1 (ii),The organization authorizes the use of VoIP within the information system.
CCI-001176,SC-19 b,The organization monitors the use of VoIP within the information system.
CCI-001176,SC-19.1 (ii),The organization monitors the use of VoIP within the information system.
CCI-001177,SC-19 b,The organization controls the use of VoIP within the information system.
CCI-001177,SC-19.1 (ii),The organization controls the use of VoIP within the information system.
CCI-001178,SC-20,Provide additional data origin authentication artifacts along with the authoritative name resolution data the system returns in response to external name/address resolution queries.
CCI-001178,SC-20.1,Provide additional data origin authentication artifacts along with the authoritative name resolution data the system returns in response to external name/address resolution queries.
CCI-001178,SC-20 a,Provide additional data origin authentication artifacts along with the authoritative name resolution data the system returns in response to external name/address resolution queries.
CCI-001179,SC-20 (1),"Provides the means to indicate the security status of child zones, when operating as part of a distributed, hierarchical namespace."
CCI-001179,SC-20 (1).1 (i),"Provides the means to indicate the security status of child zones, when operating as part of a distributed, hierarchical namespace."
CCI-001179,SC-20 b,"Provides the means to indicate the security status of child zones, when operating as part of a distributed, hierarchical namespace."
CCI-001180,SC-21,The information system performs data origin authentication and data integrity verification on the name/address resolution responses the system receives from authoritative sources when requested by cli
CCI-001180,SC-21.1,The information system performs data origin authentication and data integrity verification on the name/address resolution responses the system receives from authoritative sources when requested by cli
CCI-001181,SC-21 (1),The information system performs data origin authentication and data integrity verification on all resolution responses received whether or not local client systems explicitly request this service.
CCI-001181,SC-21 (1).1,The information system performs data origin authentication and data integrity verification on all resolution responses received whether or not local client systems explicitly request this service.
CCI-001182,SC-22,Ensure the systems that collectively provide name/address resolution service for an organization are fault-tolerant.
CCI-001182,SC-22.1 (i),Ensure the systems that collectively provide name/address resolution service for an organization are fault-tolerant.
CCI-001183,SC-22,Ensure the systems that collectively provide name/address resolution service for an organization implement internal/external role separation.
CCI-001183,SC-22.1 (ii),Ensure the systems that collectively provide name/address resolution service for an organization implement internal/external role separation.
CCI-001184,SC-23,Protect the authenticity of communications sessions.
CCI-001184,SC-23.1,Protect the authenticity of communications sessions.
CCI-001185,SC-23 (1),Invalidate session identifiers upon user logout or other session termination.
CCI-001185,SC-23 (1).1,Invalidate session identifiers upon user logout or other session termination.
CCI-001186,SC-23 (2),The information system provides a readily observable logout capability whenever authentication is used to gain access to web pages.
CCI-001186,SC-23 (2).1,The information system provides a readily observable logout capability whenever authentication is used to gain access to web pages.
CCI-001187,SC-23 (3),The information system generates a unique session identifier for each session.
CCI-001187,SC-23 (3).1 (i),The information system generates a unique session identifier for each session.
CCI-001188,SC-23 (4),Generate a unique session identifier for each session with organization-defined randomness requirements.
CCI-001188,SC-23 (4).1 (ii),Generate a unique session identifier for each session with organization-defined randomness requirements.
CCI-001188,SC-23 (3),Generate a unique session identifier for each session with organization-defined randomness requirements.
CCI-001189,SC-23 (4),Defines randomness requirements for generating unique session identifiers.
CCI-001189,SC-23 (4).1 (i),Defines randomness requirements for generating unique session identifiers.
CCI-001189,SC-23 (3),Defines randomness requirements for generating unique session identifiers.
CCI-001190,SC-24,Fail to an organization-defined known-system state for the list of organization-defined types of system failures on organization-defined system components on the indicated components while preserving 
CCI-001190,SC-24.1 (iv),Fail to an organization-defined known-system state for the list of organization-defined types of system failures on organization-defined system components on the indicated components while preserving 
CCI-001191,SC-24,Defines the known system state the system should fail to in the event of an organization-defined system failure.
CCI-001191,SC-24.1 (i),Defines the known system state the system should fail to in the event of an organization-defined system failure.
CCI-001192,SC-24,Defines types of system failures for which should fail to an organization-defined known system state.
CCI-001192,SC-24.1 (ii),Defines types of system failures for which should fail to an organization-defined known system state.
CCI-001193,SC-24,Defines system state information that should be preserved in the event of a system failure.
CCI-001193,SC-24.1 (iii),Defines system state information that should be preserved in the event of a system failure.
CCI-001194,SC-25,Employ minimal functionality and information storage on organization-defined information system components.
CCI-001194,SC-25.1,Employ minimal functionality and information storage on organization-defined information system components.
CCI-001195,SC-26,"Include components within organizational systems specifically designed to be the target of malicious attacks for detecting, deflecting, and analyzing such attacks."
CCI-001195,SC-26.1,"Include components within organizational systems specifically designed to be the target of malicious attacks for detecting, deflecting, and analyzing such attacks."
CCI-001196,SC-26 (1),Include system components that proactively seek to identify network-based malicious code or malicious websites.
CCI-001196,SC-26 (1).1,Include system components that proactively seek to identify network-based malicious code or malicious websites.
CCI-001196,SC-35,Include system components that proactively seek to identify network-based malicious code or malicious websites.
CCI-001197,SC-27,Include within organizational systems organization-defined platform-independent applications.
CCI-001197,SC-27.1 (ii),Include within organizational systems organization-defined platform-independent applications.
CCI-001198,SC-27,Defines applications that are platform independent.
CCI-001198,SC-27.1 (i),Defines applications that are platform independent.
CCI-001199,SC-28,Protects the confidentiality and/or integrity of organization-defined information at rest.
CCI-001199,SC-28.1,Protects the confidentiality and/or integrity of organization-defined information at rest.
CCI-001200,SC-28 (1),The organization employs cryptographic mechanisms to prevent unauthorized disclosure of information at rest unless otherwise protected by alternative physical measures.
CCI-001200,SC-28 (1).1 (i),The organization employs cryptographic mechanisms to prevent unauthorized disclosure of information at rest unless otherwise protected by alternative physical measures.
CCI-001201,SC-29,Employ a diverse set of information technologies for organization-defined system components in the implementation of the system.
CCI-001201,SC-29.1,Employ a diverse set of information technologies for organization-defined system components in the implementation of the system.
CCI-001202,SC-30,"The organization employs virtualization techniques to present information system components as other types of components, or components with differing configurations."
CCI-001202,SC-30.1,"The organization employs virtualization techniques to present information system components as other types of components, or components with differing configurations."
CCI-001203,SC-30 (1),Employ virtualization techniques to support the deployment of a diversity of operating systems that are changed on an organization-defined frequency.
CCI-001203,SC-30 (1).1 (ii),Employ virtualization techniques to support the deployment of a diversity of operating systems that are changed on an organization-defined frequency.
CCI-001203,SC-29 (1),Employ virtualization techniques to support the deployment of a diversity of operating systems that are changed on an organization-defined frequency.
CCI-001204,SC-30 (1),Defines the frequency of changes to operating systems and applications to support a diversity of deployments.
CCI-001204,SC-30 (1).1 (i),Defines the frequency of changes to operating systems and applications to support a diversity of deployments.
CCI-001204,SC-29 (1),Defines the frequency of changes to operating systems and applications to support a diversity of deployments.
CCI-001205,SC-30 (2),The organization employs randomness in the implementation of the virtualization techniques.
CCI-001205,SC-30 (2).1,The organization employs randomness in the implementation of the virtualization techniques.
CCI-001206,SC-31,The organization requires that information system developers/integrators perform a covert channel analysis to identify those aspects of system communication that are potential avenues for covert stora
CCI-001206,SC-31.1,The organization requires that information system developers/integrators perform a covert channel analysis to identify those aspects of system communication that are potential avenues for covert stora
CCI-001207,SC-31 (1),Test a subset of the identified covert channels to determine which channels are exploitable.
CCI-001207,SC-31 (1).1,Test a subset of the identified covert channels to determine which channels are exploitable.
CCI-001208,SC-32,The organization partitions the information system into components residing in separate physical domains (or environments) as deemed necessary.
CCI-001208,SC-32.1,The organization partitions the information system into components residing in separate physical domains (or environments) as deemed necessary.
CCI-001209,SC-33,"The information system protects the integrity of information during the processes of data aggregation, packaging, and transformation in preparation for transmission."
CCI-001209,SC-33.1,"The information system protects the integrity of information during the processes of data aggregation, packaging, and transformation in preparation for transmission."
CCI-001210,SC-34 a,"For organization-defined system components, load and execute the operating environment from hardware-enforced, read-only media."
CCI-001210,SC-34.1 (iii),"For organization-defined system components, load and execute the operating environment from hardware-enforced, read-only media."
CCI-001211,SC-34 b,"For organization-defined system components, load and execute organization-defined applications from hardware-enforced, read-only media."
CCI-001211,SC-34.1 (iii),"For organization-defined system components, load and execute organization-defined applications from hardware-enforced, read-only media."
CCI-001212,SC-34,"Defines system components on which the operating environment and organization-defined applications are loaded and executed from hardware-enforced, read-only media."
CCI-001212,SC-34.1 (ii),"Defines system components on which the operating environment and organization-defined applications are loaded and executed from hardware-enforced, read-only media."
CCI-001213,SC-34 b,"Defines applications that will be loaded and executed from hardware-enforced, read-only media."
CCI-001213,SC-34.1 (i),"Defines applications that will be loaded and executed from hardware-enforced, read-only media."
CCI-001214,SC-34 (1),Employ organization-defined system components with no writeable storage that is persistent across component restart or power on/off.
CCI-001214,SC-34 (1).1 (ii),Employ organization-defined system components with no writeable storage that is persistent across component restart or power on/off.
CCI-001215,SC-34 (1),Defines the system components to be employed with no writeable storage.
CCI-001215,SC-34 (1).1 (i),Defines the system components to be employed with no writeable storage.
CCI-001216,SC-34 (2),Protect the integrity of information prior to storage on read-only media.
CCI-001216,SC-34 (2).1,Protect the integrity of information prior to storage on read-only media.
CCI-001217,SI-1 a,"Develop and document an organization-level; mission/business process-level; and/or system level system and information integrity policy that addresses purpose, scope, roles, responsibilities, manageme"
CCI-001217,SI-1.1 (i) (ii),"Develop and document an organization-level; mission/business process-level; and/or system level system and information integrity policy that addresses purpose, scope, roles, responsibilities, manageme"
CCI-001217,SI-1 a 1,"Develop and document an organization-level; mission/business process-level; and/or system level system and information integrity policy that addresses purpose, scope, roles, responsibilities, manageme"
CCI-001217,SI-1 a 1 (a),"Develop and document an organization-level; mission/business process-level; and/or system level system and information integrity policy that addresses purpose, scope, roles, responsibilities, manageme"
CCI-001218,SI-1 a,Disseminate an organization-level; mission/business process-level; and/or system level system and information integrity policy to organization-defined personnel or roles.
CCI-001218,SI-1.1 (iii),Disseminate an organization-level; mission/business process-level; and/or system level system and information integrity policy to organization-defined personnel or roles.
CCI-001218,SI-1 a 1,Disseminate an organization-level; mission/business process-level; and/or system level system and information integrity policy to organization-defined personnel or roles.
CCI-001219,SI-1 a,Review and update the current system and information integrity policy in accordance with organization-defined frequency.
CCI-001219,SI-1.2 (ii),Review and update the current system and information integrity policy in accordance with organization-defined frequency.
CCI-001219,SI-1 b 1,Review and update the current system and information integrity policy in accordance with organization-defined frequency.
CCI-001219,SI-1 c 1,Review and update the current system and information integrity policy in accordance with organization-defined frequency.
CCI-001220,SI-1 b,Develop and document procedures to facilitate the implementation of the organization-level; mission/business process-level; and/or system level system and information integrity policy and associated s
CCI-001220,SI-1.1 (iv) (v),Develop and document procedures to facilitate the implementation of the organization-level; mission/business process-level; and/or system level system and information integrity policy and associated s
CCI-001220,SI-1 a 2,Develop and document procedures to facilitate the implementation of the organization-level; mission/business process-level; and/or system level system and information integrity policy and associated s
CCI-001221,SI-1 b,Disseminate to organization-defined personnel or roles procedures to facilitate the implementation of the system and information integrity policy and associated system and information integrity contro
CCI-001221,SI-1.1 (vi),Disseminate to organization-defined personnel or roles procedures to facilitate the implementation of the system and information integrity policy and associated system and information integrity contro
CCI-001221,SI-1 a 2,Disseminate to organization-defined personnel or roles procedures to facilitate the implementation of the system and information integrity policy and associated system and information integrity contro
CCI-001222,SI-1 b,Review and update the current system and information integrity procedures in accordance with organization-defined frequency.
CCI-001222,SI-1.2 (iv),Review and update the current system and information integrity procedures in accordance with organization-defined frequency.
CCI-001222,SI-1 b 2,Review and update the current system and information integrity procedures in accordance with organization-defined frequency.
CCI-001222,SI-1 c 2,Review and update the current system and information integrity procedures in accordance with organization-defined frequency.
CCI-001223,SI-1 a,Defines the frequency for reviewing and updating the current system and information integrity policy.
CCI-001223,SI-1.2 (i),Defines the frequency for reviewing and updating the current system and information integrity policy.
CCI-001223,SI-1 b 1,Defines the frequency for reviewing and updating the current system and information integrity policy.
CCI-001223,SI-1 c 1,Defines the frequency for reviewing and updating the current system and information integrity policy.
CCI-001224,SI-1 b,Defines the frequency for reviewing and updating the current system and information integrity procedures.
CCI-001224,SI-1.2 (iii),Defines the frequency for reviewing and updating the current system and information integrity procedures.
CCI-001224,SI-1 b 2,Defines the frequency for reviewing and updating the current system and information integrity procedures.
CCI-001224,SI-1 c 2,Defines the frequency for reviewing and updating the current system and information integrity procedures.
CCI-001225,SI-2 a,Identify system flaws.
CCI-001225,SI-2.1 (i),Identify system flaws.
CCI-001226,SI-2 a,Report system flaws.
CCI-001226,SI-2.1 (i),Report system flaws.
CCI-001227,SI-2 a,Correct system flaws.
CCI-001227,SI-2.1 (i),Correct system flaws.
CCI-001228,SI-2 b,Test software updates related to flaw remediation for effectiveness before installation.
CCI-001228,SI-2.1 (ii),Test software updates related to flaw remediation for effectiveness before installation.
CCI-001229,SI-2 b,Test software updates related to flaw remediation for potential side effects before installation.
CCI-001229,SI-2.1 (iii),Test software updates related to flaw remediation for potential side effects before installation.
CCI-001230,SI-2 c,Incorporate flaw remediation into the organizational configuration management process.
CCI-001230,SI-2.1 (iv),Incorporate flaw remediation into the organizational configuration management process.
CCI-001230,SI-2 d,Incorporate flaw remediation into the organizational configuration management process.
CCI-001231,SI-2 (1),The organization centrally manages the flaw remediation process.
CCI-001231,SI-2 (1).1,The organization centrally manages the flaw remediation process.
CCI-001232,SI-2 (1),The organization installs software updates automatically.
CCI-001232,SI-2 (1).1,The organization installs software updates automatically.
CCI-001233,SI-2 (2),The organization employs automated mechanisms on an organization-defined frequency to determine the state of information system components with regard to flaw remediation.
CCI-001233,SI-2 (2).1 (ii),The organization employs automated mechanisms on an organization-defined frequency to determine the state of information system components with regard to flaw remediation.
CCI-001234,SI-2 (2),The organization defines a frequency for employing automated mechanisms to determine the state of information system components with regard to flaw remediation.
CCI-001234,SI-2 (2).1 (i),The organization defines a frequency for employing automated mechanisms to determine the state of information system components with regard to flaw remediation.
CCI-001235,SI-2 (3),Measure the time between flaw identification and flaw remediation.
CCI-001235,SI-2 (3).1 (ii),Measure the time between flaw identification and flaw remediation.
CCI-001235,SI-2 (3) (a),Measure the time between flaw identification and flaw remediation.
CCI-001236,SI-2 (3),Defines benchmarks for the time taken to apply corrective actions after flaw identification.
CCI-001236,SI-2 (3).1 (i),Defines benchmarks for the time taken to apply corrective actions after flaw identification.
CCI-001236,SI-2 (3) (b),Defines benchmarks for the time taken to apply corrective actions after flaw identification.
CCI-001237,SI-2 (4),The organization employs automated patch management tools to facilitate flaw remediation to organization-defined information system components.
CCI-001237,SI-2 (4).1 (ii),The organization employs automated patch management tools to facilitate flaw remediation to organization-defined information system components.
CCI-001238,SI-2 (4),The organization defines information system components for which automated patch management tools are to be employed to facilitate flaw remediation.
CCI-001238,SI-2 (4).1 (i),The organization defines information system components for which automated patch management tools are to be employed to facilitate flaw remediation.
CCI-001239,SI-3 a,"The organization employs malicious code protection mechanisms at information system entry and exit points to detect and eradicate malicious code transported by electronic mail, electronic mail attachm"
CCI-001239,SI-3.1 (i),"The organization employs malicious code protection mechanisms at information system entry and exit points to detect and eradicate malicious code transported by electronic mail, electronic mail attachm"
CCI-001240,SI-3 b,The organization updates malicious code protection mechanisms whenever new releases are available in accordance with organizational configuration management policy and procedures.
CCI-001240,SI-3.1 (iii),The organization updates malicious code protection mechanisms whenever new releases are available in accordance with organizational configuration management policy and procedures.
CCI-001241,SI-3 c,Configure malicious code protection mechanisms to perform periodic scans of the system on an organization-defined frequency.
CCI-001241,SI-3.1 (vi),Configure malicious code protection mechanisms to perform periodic scans of the system on an organization-defined frequency.
CCI-001241,SI-3 c 1,Configure malicious code protection mechanisms to perform periodic scans of the system on an organization-defined frequency.
CCI-001242,SI-3 c,"The organization configures malicious code protection mechanisms to perform real-time scans of files from external sources at endpoints as the files are downloaded, opened, or executed in accordance w"
CCI-001242,SI-3.1 (vi),"The organization configures malicious code protection mechanisms to perform real-time scans of files from external sources at endpoints as the files are downloaded, opened, or executed in accordance w"
CCI-001242,SI-3 c 1,"The organization configures malicious code protection mechanisms to perform real-time scans of files from external sources at endpoints as the files are downloaded, opened, or executed in accordance w"
CCI-001243,SI-3 c,Configure malicious code protection mechanisms to block malicious code; quarantine malicious code; and/or take organization-defined action(s) in response to malicious code detection.
CCI-001243,SI-3.1 (vi),Configure malicious code protection mechanisms to block malicious code; quarantine malicious code; and/or take organization-defined action(s) in response to malicious code detection.
CCI-001243,SI-3 c 2,Configure malicious code protection mechanisms to block malicious code; quarantine malicious code; and/or take organization-defined action(s) in response to malicious code detection.
CCI-001244,SI-3 c,"Defines one or more actions to perform in response to malicious code detection, such as blocking malicious code, quarantining malicious code, or sending alerts to administrators."
CCI-001244,SI-3.1 (v),"Defines one or more actions to perform in response to malicious code detection, such as blocking malicious code, quarantining malicious code, or sending alerts to administrators."
CCI-001244,SI-3 c 2,"Defines one or more actions to perform in response to malicious code detection, such as blocking malicious code, quarantining malicious code, or sending alerts to administrators."
CCI-001245,SI-3 d,"Address the receipt of false positives during malicious code detection and eradication, and the resulting potential impact on the availability of the system."
CCI-001245,SI-3.1 (vii),"Address the receipt of false positives during malicious code detection and eradication, and the resulting potential impact on the availability of the system."
CCI-001246,SI-3 (1),The organization centrally manages malicious code protection mechanisms.
CCI-001246,SI-3 (1).1,The organization centrally manages malicious code protection mechanisms.
CCI-001247,SI-3 (2),The information system automatically updates malicious code protection mechanisms.
CCI-001247,SI-3 (2).1,The information system automatically updates malicious code protection mechanisms.
CCI-001248,SI-3 (3),The information system prevents non-privileged users from circumventing malicious code protection capabilities.
CCI-001248,SI-3 (3).1,The information system prevents non-privileged users from circumventing malicious code protection capabilities.
CCI-001249,SI-3 (4),Update malicious code protection mechanisms only when directed by a privileged user.
CCI-001249,SI-3 (4).1,Update malicious code protection mechanisms only when directed by a privileged user.
CCI-001250,SI-3 (5),The organization does not allow users to introduce removable media into the information system.
CCI-001250,SI-3 (5).1,The organization does not allow users to introduce removable media into the information system.
CCI-001251,SI-3 (6),Test malicious code protection mechanisms on an organization-defined frequency by introducing a known benign code into the system.
CCI-001251,SI-3 (6).1 (ii),Test malicious code protection mechanisms on an organization-defined frequency by introducing a known benign code into the system.
CCI-001251,SI-3 (6) (a),Test malicious code protection mechanisms on an organization-defined frequency by introducing a known benign code into the system.
CCI-001252,SI-4 a,The organization monitors events on the information system in accordance with organization-defined monitoring objectives and detects information system attacks.
CCI-001252,SI-4.1 (ii),The organization monitors events on the information system in accordance with organization-defined monitoring objectives and detects information system attacks.
CCI-001253,SI-4 a,Defines the objectives of monitoring for attacks and indicators of potential attacks on the system.
CCI-001253,SI-4.1 (i),Defines the objectives of monitoring for attacks and indicators of potential attacks on the system.
CCI-001253,SI-4 a 1,Defines the objectives of monitoring for attacks and indicators of potential attacks on the system.
CCI-001254,SI-4 b,The organization identifies unauthorized use of the information system.
CCI-001254,SI-4.1 (iii),The organization identifies unauthorized use of the information system.
CCI-001255,SI-4 c,Invoke internal monitoring capabilities or deploy monitoring devices strategically within the system to collect organization-determined essential information.
CCI-001255,SI-4.1 (iv),Invoke internal monitoring capabilities or deploy monitoring devices strategically within the system to collect organization-determined essential information.
CCI-001255,SI-4 c 1,Invoke internal monitoring capabilities or deploy monitoring devices strategically within the system to collect organization-determined essential information.
CCI-001256,SI-4 c,Invoke internal monitoring capabilities or deploy monitoring devices at ad hoc locations within the system to track specific types of transactions of interest to the organization.
CCI-001256,SI-4.1 (iv),Invoke internal monitoring capabilities or deploy monitoring devices at ad hoc locations within the system to track specific types of transactions of interest to the organization.
CCI-001256,SI-4 c 2,Invoke internal monitoring capabilities or deploy monitoring devices at ad hoc locations within the system to track specific types of transactions of interest to the organization.
CCI-001257,SI-4 d,"Adjust the level of system monitoring activity when there is a change in increased risk to organizational operations and assets, individuals, other organizations, or the Nation."
CCI-001257,SI-4.1 (v),"Adjust the level of system monitoring activity when there is a change in increased risk to organizational operations and assets, individuals, other organizations, or the Nation."
CCI-001257,SI-4 e,"Adjust the level of system monitoring activity when there is a change in increased risk to organizational operations and assets, individuals, other organizations, or the Nation."
CCI-001258,SI-4 e,Obtain legal opinion with regard to system monitoring activities.
CCI-001258,SI-4.1 (vi),Obtain legal opinion with regard to system monitoring activities.
CCI-001258,SI-4 f,Obtain legal opinion with regard to system monitoring activities.
CCI-001259,SI-4 (1),The organization interconnects and configures individual intrusion detection tools into a systemwide intrusion detection system using common protocols.
CCI-001259,SI-4 (1).1,The organization interconnects and configures individual intrusion detection tools into a systemwide intrusion detection system using common protocols.
CCI-001260,SI-4 (2),Employ automated tools to support near real-time analysis of events.
CCI-001260,SI-4 (2).1,Employ automated tools to support near real-time analysis of events.
CCI-001261,SI-4 (3),The organization employs automated tools to integrate intrusion detection tools into access control and flow control mechanisms for rapid response to attacks by enabling reconfiguration of these mecha
CCI-001261,SI-4 (3).1,The organization employs automated tools to integrate intrusion detection tools into access control and flow control mechanisms for rapid response to attacks by enabling reconfiguration of these mecha
CCI-001262,SI-4 (4),The information system monitors inbound and outbound communications for unusual or unauthorized activities or conditions.
CCI-001262,SI-4,The information system monitors inbound and outbound communications for unusual or unauthorized activities or conditions.
CCI-001263,SI-4 (5),The information system provides near real-time alerts when any of the organization-defined list of compromise or potential compromise indicators occurs.
CCI-001263,SI-4 (5).1 (ii),The information system provides near real-time alerts when any of the organization-defined list of compromise or potential compromise indicators occurs.
CCI-001264,SI-4 (5),Defines the indicators of compromise or potential compromise which will result in system alerts being provided to organization-defined personnel or roles.
CCI-001264,SI-4 (5).1 (i),Defines the indicators of compromise or potential compromise which will result in system alerts being provided to organization-defined personnel or roles.
CCI-001265,SI-4 (6),The information system prevents non-privileged users from circumventing intrusion detection and prevention capabilities.
CCI-001265,SI-4 (6).1,The information system prevents non-privileged users from circumventing intrusion detection and prevention capabilities.
CCI-001266,SI-4 (7),Notify an organization-defined incident response personnel (identified by name and/or by role) of detected suspicious events.
CCI-001266,SI-4 (7).1 (iii),Notify an organization-defined incident response personnel (identified by name and/or by role) of detected suspicious events.
CCI-001266,SI-4 (7) (a),Notify an organization-defined incident response personnel (identified by name and/or by role) of detected suspicious events.
CCI-001267,SI-4 (7),Defines incident response personnel (identified by name and/or by role) to be notified of detected suspicious events.
CCI-001267,SI-4 (7).1 (i),Defines incident response personnel (identified by name and/or by role) to be notified of detected suspicious events.
CCI-001267,SI-4 (7) (a),Defines incident response personnel (identified by name and/or by role) to be notified of detected suspicious events.
CCI-001268,SI-4 (7),Defines the least-disruptive actions to be taken by system to terminate suspicious events.
CCI-001268,SI-4 (7).1 (ii),Defines the least-disruptive actions to be taken by system to terminate suspicious events.
CCI-001268,SI-4 (7) (b),Defines the least-disruptive actions to be taken by system to terminate suspicious events.
CCI-001269,SI-4 (8),"The organization protects information obtained from intrusion monitoring tools from unauthorized access, modification, and deletion."
CCI-001269,SI-4 (8).1,"The organization protects information obtained from intrusion monitoring tools from unauthorized access, modification, and deletion."
CCI-001270,SI-4 (9),Test intrusion monitoring tools at an organization-defined frequency.
CCI-001270,SI-4 (9).1 (ii),Test intrusion monitoring tools at an organization-defined frequency.
CCI-001271,SI-4 (9),Defines the frequency for testing intrusion monitoring tools.
CCI-001271,SI-4 (9).1 (i),Defines the frequency for testing intrusion monitoring tools.
CCI-001272,SI-4 (10),The organization makes provisions so encrypted traffic is visible to information system monitoring tools.
CCI-001272,SI-4 (10).1,The organization makes provisions so encrypted traffic is visible to information system monitoring tools.
CCI-001273,SI-4 (11),Analyze outbound communications traffic at the external interfaces to the system to discover anomalies.
CCI-001273,SI-4 (11).1,Analyze outbound communications traffic at the external interfaces to the system to discover anomalies.
CCI-001274,SI-4 (12),Alert organization-defined personnel or roles using organization-defined automated mechanisms when inappropriate or unusual activities with security or privacy implications.
CCI-001274,SI-4 (12).1 (ii),Alert organization-defined personnel or roles using organization-defined automated mechanisms when inappropriate or unusual activities with security or privacy implications.
CCI-001275,SI-4 (12),Defines the activities which will trigger alerts to security personnel of inappropriate or unusual activities.
CCI-001275,SI-4 (12).1 (i),Defines the activities which will trigger alerts to security personnel of inappropriate or unusual activities.
CCI-001276,SI-4 (13) (a),Analyze communications traffic and event patterns for the system.
CCI-001276,SI-4 (13).1 (i),Analyze communications traffic and event patterns for the system.
CCI-001277,SI-4 (13) (b),Develop profiles representing common traffic and event patterns.
CCI-001277,SI-4 (13).1 (ii),Develop profiles representing common traffic and event patterns.
CCI-001278,SI-4 (13) (c),The organization uses the traffic/event profiles in tuning system monitoring devices to reduce the number of false positives to an organization-defined measure of false positives and the number of fal
CCI-001278,SI-4 (13).1 (iv),The organization uses the traffic/event profiles in tuning system monitoring devices to reduce the number of false positives to an organization-defined measure of false positives and the number of fal
CCI-001279,SI-4 (13) (c),The organization defines the respective measurements to which the organization must tune system monitoring devices to reduce the number of false positives.
CCI-001279,SI-4 (13).1 (iii),The organization defines the respective measurements to which the organization must tune system monitoring devices to reduce the number of false positives.
CCI-001280,SI-4 (13) (c),The organization defines the respective measurements to which the organization must tune system monitoring devices to reduce the number of false negatives.
CCI-001280,SI-4 (13).1 (iii),The organization defines the respective measurements to which the organization must tune system monitoring devices to reduce the number of false negatives.
CCI-001281,SI-4 (14),The organization employs a wireless intrusion detection system.
CCI-001281,SI-4 (14).1 (i),The organization employs a wireless intrusion detection system.
CCI-001282,SI-4 (15),Employ an intrusion detection system to monitor wireless communications traffic as the traffic passes from wireless to wireline networks.
CCI-001282,SI-4 (15).1,Employ an intrusion detection system to monitor wireless communications traffic as the traffic passes from wireless to wireline networks.
CCI-001283,SI-4 (16),Correlate information from monitoring tools employed throughout the system.
CCI-001283,SI-4 (16).1,Correlate information from monitoring tools employed throughout the system.
CCI-001284,SI-4 (17),"Correlate information from monitoring physical, cyber, and supply chain activities to achieve integrated, organization-wide situational awareness."
CCI-001284,SI-4 (17).1,"Correlate information from monitoring physical, cyber, and supply chain activities to achieve integrated, organization-wide situational awareness."
CCI-001285,SI-5 a,"Receive system security alerts, advisories, and directives from organization-defined external organizations on an ongoing basis."
CCI-001285,SI-5.1 (i),"Receive system security alerts, advisories, and directives from organization-defined external organizations on an ongoing basis."
CCI-001286,SI-5 b,"Generate internal security alerts, advisories, and directives as deemed necessary."
CCI-001286,SI-5.1 (ii),"Generate internal security alerts, advisories, and directives as deemed necessary."
CCI-001287,SI-5 c,"Disseminate security alerts, advisories, and directives to organization-defined personnel or roles, organization-defined elements within the organization, and/or organization-defined external organiza"
CCI-001287,SI-5.1 (iv),"Disseminate security alerts, advisories, and directives to organization-defined personnel or roles, organization-defined elements within the organization, and/or organization-defined external organiza"
CCI-001288,SI-5 c,"Defines the personnel or roles to whom the organization will disseminate security alerts, advisories, and directives."
CCI-001288,SI-5.1 (iii),"Defines the personnel or roles to whom the organization will disseminate security alerts, advisories, and directives."
CCI-001289,SI-5 d,"Implement security directives in accordance with established time frames, or notify the issuing organization of the degree of noncompliance."
CCI-001289,SI-5.1 (v),"Implement security directives in accordance with established time frames, or notify the issuing organization of the degree of noncompliance."
CCI-001290,SI-5 (1),Broadcast security alert and advisory information throughout the organization using organization-defined automated mechanisms.
CCI-001290,SI-5 (1).1,Broadcast security alert and advisory information throughout the organization using organization-defined automated mechanisms.
CCI-001291,SI-6,The information system verifies the correct operation of security functions in accordance with organization-defined conditions and in accordance with organization-defined frequency (if periodic verifi
CCI-001291,SI-6.1 (iv),The information system verifies the correct operation of security functions in accordance with organization-defined conditions and in accordance with organization-defined frequency (if periodic verifi
CCI-001292,SI-6,"The organization defines the appropriate conditions, including the system transitional states if applicable, for verifying the correct operation of security functions."
CCI-001292,SI-6.1 (i),"The organization defines the appropriate conditions, including the system transitional states if applicable, for verifying the correct operation of security functions."
CCI-001293,SI-6,The organization defines the information system responses and alternative action(s) to anomalies discovered during security function verification.
CCI-001293,SI-6.1 (iii),The organization defines the information system responses and alternative action(s) to anomalies discovered during security function verification.
CCI-001294,SI-6 (1),Alert organization-defined personnel or roles of failed security verification tests.
CCI-001294,SI-6 (1).1,Alert organization-defined personnel or roles of failed security verification tests.
CCI-001294,SI-6 c,Alert organization-defined personnel or roles of failed security verification tests.
CCI-001295,SI-6 (2),Implement automated mechanisms to support the management of distributed security function testing.
CCI-001295,SI-6 (2).1,Implement automated mechanisms to support the management of distributed security function testing.
